CustomerId,Recency,Frequency,Monetary,Cluster,is_high_risk,avg_hour,avg_day_of_week,weekend_rate,transaction_month,std_amount,max_amount,min_amount,log_monetary,reversal_rate,unique_products,unique_providers,avg_daily_transactions,monetary_per_transaction,negative_amount_count,positive_amount_sum,velocity_last_30_days,recency_frequency_ratio
CustomerId_1073,71.71,1,1000.0,0,1,17.0,0.0,0.0,12,0.0,1000.0,1000.0,6.90875477931522,0.0,1,1,1.0,1000.0,0.0,1000.0,0.0,71.71
CustomerId_1074,4.85,46,167500.0,2,0,11.07,3.72,0.0217,2,5656.405458001928,10000.0,-14500.0,12.02874460037869,21.74,2,5,3.83,3641.3,10.0,218100.0,22.0,0.1054
CustomerId_1078,46.54,6,19000.0,0,1,21.0,4.0,0.0,12,7626.707459098367,10000.0,-5000.0,9.852246888342531,50.0,2,3,6.0,3166.67,3.0,30000.0,0.0,7.7567
CustomerId_1079,44.64,1,20000.0,0,1,18.0,6.0,1.0,12,0.0,20000.0,20000.0,9.90353755128617,0.0,1,1,1.0,20000.0,0.0,20000.0,0.0,44.64
CustomerId_1080,30.15,1,5000.0,2,0,6.0,0.0,0.0,1,0.0,5000.0,5000.0,8.517393171418904,0.0,1,1,1.0,5000.0,0.0,5000.0,0.0,30.15
CustomerId_1081,13.47,2,1500.0,2,0,19.0,3.0,0.0,1,353.5533905932738,1000.0,500.0,7.313886831633462,0.0,1,1,1.0,750.0,0.0,1500.0,1.0,6.735
CustomerId_1082,46.85,5,19000.0,0,1,13.0,4.0,0.0,12,6685.805860178712,10000.0,-5000.0,9.852246888342531,40.0,2,3,5.0,3800.0,2.0,25000.0,0.0,9.37
CustomerId_1083,31.7,1,500.0,2,0,17.0,5.0,1.0,1,0.0,500.0,500.0,6.2166061010848646,0.0,1,1,1.0,500.0,0.0,500.0,0.0,31.7
CustomerId_1084,70.72,1,10000.0,0,1,16.0,1.0,0.0,12,0.0,10000.0,10000.0,9.210440366976517,0.0,1,1,1.0,10000.0,0.0,10000.0,0.0,70.72
CustomerId_1085,57.58,4,2900.0,0,1,20.0,0.0,0.0,12,1517.3990905493517,2000.0,-1000.0,7.972810784121404,50.0,2,3,4.0,725.0,2.0,4000.0,0.0,14.395
CustomerId_1086,4.09,32,77576.0,2,0,9.88,2.16,0.0312,2,4114.986567610265,15000.0,-250.0,11.259026270486016,34.38,3,5,3.56,2424.25,11.0,78300.0,32.0,0.1278
CustomerId_1087,32.63,9,40000.0,2,0,19.11,4.0,0.0,1,6463.573143221772,10000.0,-5000.0,10.596659732783579,33.33,2,3,4.5,4444.44,3.0,51000.0,0.0,3.6256
CustomerId_1089,36.86,152,169651.5,2,0,11.63,3.06,0.2039,1,1695.0127365720368,10000.0,-175.0,12.041507506325432,40.79,2,4,4.9,1116.13,62.0,172690.0,0.0,0.2425
CustomerId_1091,24.64,2,3000.0,2,0,18.0,5.0,1.0,1,707.1067811865476,2000.0,1000.0,8.006700845440367,0.0,2,1,2.0,1500.0,0.0,3000.0,2.0,12.32
CustomerId_1092,18.92,16,65000.0,2,0,11.38,4.0,0.0,1,5801.9393309478855,10000.0,-5000.0,11.082157933374816,25.0,2,3,4.0,4062.5,4.0,81000.0,9.0,1.1825
CustomerId_1093,32.58,55,42620.0,2,0,16.6,3.02,0.2182,1,1912.920128366163,5200.0,-3500.0,10.660102368540187,43.64,2,4,2.29,774.91,24.0,61980.0,0.0,0.5924
CustomerId_1094,24.83,7,32460.0,2,0,15.43,4.14,0.1429,1,9189.939633979675,20000.0,-5000.0,10.38779464774131,42.86,3,3,3.5,4637.14,3.0,38500.0,7.0,3.5471
CustomerId_1095,11.06,11,4875.0,2,0,9.91,5.73,1.0,2,764.5334287239268,2000.0,-1000.0,8.492080490601163,36.36,2,3,3.67,443.18,4.0,6000.0,11.0,1.0055
CustomerId_1096,6.1,784,1949226.0,2,0,10.56,2.74,0.3074,2,17819.372756509856,202000.0,-13000.0,14.482943441692203,47.58,4,4,65.33,2486.26,373.0,1993300.0,783.0,0.0078
CustomerId_1098,2.99,1,20000.0,2,0,10.0,6.0,1.0,2,0.0,20000.0,20000.0,9.90353755128617,0.0,1,1,1.0,20000.0,0.0,20000.0,1.0,2.99
CustomerId_1099,24.01,9,6180.0,2,0,16.56,3.89,0.3333,1,843.8601779915912,2000.0,-1000.0,8.729235349659273,22.22,2,4,1.29,686.67,2.0,7200.0,1.0,2.6678
CustomerId_11,83.72,1,-10000.0,0,1,16.0,2.0,0.0,11,0.0,-10000.0,-10000.0,9.210440366976517,100.0,1,1,1.0,-10000.0,1.0,0.0,0.0,83.72
CustomerId_1101,52.13,9,60000.0,0,1,11.11,4.33,0.5556,12,5873.670062235366,15000.0,1000.0,11.002116507732017,0.0,1,2,3.0,6666.67,0.0,60000.0,0.0,5.7922
CustomerId_1102,5.12,14,60000.0,2,0,9.86,4.0,0.0,2,6169.759644097497,10000.0,-5000.0,11.002116507732017,28.57,2,3,4.67,4285.71,4.0,76000.0,14.0,0.3657
CustomerId_1103,47.85,1,30000.0,0,1,13.0,3.0,0.0,12,0.0,30000.0,30000.0,10.308985993422082,0.0,1,1,1.0,30000.0,0.0,30000.0,0.0,47.85
CustomerId_1104,4.18,10,40000.0,2,0,20.3,3.2,0.1,2,9321.420969406376,21000.0,-5000.0,10.596659732783579,50.0,3,3,5.0,4000.0,5.0,61000.0,10.0,0.418
CustomerId_1105,26.55,1,500.0,2,0,20.0,3.0,0.0,1,0.0,500.0,500.0,6.2166061010848646,0.0,1,1,1.0,500.0,0.0,500.0,1.0,26.55
CustomerId_1106,87.36,1,10000.0,0,1,1.0,6.0,1.0,11,0.0,10000.0,10000.0,9.210440366976517,0.0,1,1,1.0,10000.0,0.0,10000.0,0.0,87.36
CustomerId_1108,1.65,14,50000.0,2,0,14.86,3.86,0.1429,2,8741.715073003834,20000.0,-5000.0,10.819798284210286,50.0,2,4,2.33,3571.43,7.0,81000.0,14.0,0.1179
CustomerId_1109,46.88,8,39800.0,0,1,12.0,4.0,0.0,12,6193.718015630262,10500.0,-5000.0,10.591647316585027,37.5,2,3,8.0,4975.0,3.0,46000.0,0.0,5.86
CustomerId_1111,68.74,3,-20.0,0,1,16.0,3.0,0.0,12,1000.0666644445926,1000.0,-1000.0,3.044522437723423,66.67,2,2,3.0,-6.67,2.0,1000.0,0.0,22.9133
CustomerId_1112,11.81,6,20000.0,2,0,14.0,4.0,0.0,2,6088.2400303098,10000.0,-5000.0,9.90353755128617,33.33,2,3,6.0,3333.33,2.0,26000.0,6.0,1.9683
CustomerId_1113,64.8,23,29700.0,0,1,14.65,3.7,0.3043,12,3184.930860313962,10000.0,-5000.0,10.298935994257638,34.78,2,3,5.75,1291.3,8.0,36000.0,0.0,2.8174
CustomerId_1114,0.03,57,52925.0,2,0,10.75,2.61,0.2105,2,963.8325492311376,2000.0,-1000.0,10.876649990486822,43.86,3,3,2.11,928.51,25.0,56000.0,26.0,0.0005
CustomerId_1116,4.1,8,5960.0,2,0,17.38,4.25,0.75,2,1039.2717230280607,2000.0,-1000.0,8.692993531219926,37.5,2,3,1.6,745.0,3.0,7000.0,5.0,0.5125
CustomerId_1117,73.09,1,4000.0,0,1,7.0,6.0,1.0,12,0.0,4000.0,4000.0,8.294299608857235,0.0,1,1,1.0,4000.0,0.0,4000.0,0.0,73.09
CustomerId_1118,0.04,24,70000.0,2,0,12.38,3.21,0.0417,2,6412.736421045005,11000.0,-5000.0,11.156264806643742,33.33,2,5,3.43,2916.67,8.0,106000.0,18.0,0.0017
CustomerId_1119,26.08,7,5450.0,2,0,9.29,4.29,0.4286,1,410.13934914158835,1000.0,-50.0,8.603554357064281,14.29,2,3,1.75,778.57,1.0,5500.0,2.0,3.7257
CustomerId_1120,62.25,2,1960.0,0,1,3.0,3.0,0.0,12,1442.497833620557,2000.0,-40.0,7.581209826196346,50.0,2,2,2.0,980.0,1.0,2000.0,0.0,31.125
CustomerId_1121,15.48,7,12097.02,2,0,17.71,2.86,0.5714,1,2428.372158867315,5000.0,-1000.0,9.400797081831305,42.86,2,3,3.5,1728.15,3.0,13439.0,7.0,2.2114
CustomerId_1122,64.17,1,1850000.0,0,1,5.0,1.0,0.0,12,0.0,1850000.0,1850000.0,14.430696737594902,0.0,1,1,1.0,1850000.0,0.0,1850000.0,0.0,64.17
CustomerId_1123,46.3,1,1000.0,0,1,2.0,5.0,1.0,12,0.0,1000.0,1000.0,6.90875477931522,0.0,1,1,1.0,1000.0,0.0,1000.0,0.0,46.3
CustomerId_1124,32.79,6,19000.0,2,0,14.17,4.0,0.0,1,7626.707459098367,10000.0,-5000.0,9.852246888342531,50.0,2,3,6.0,3166.67,3.0,30000.0,0.0,5.465
CustomerId_1125,31.16,1,5000.0,2,0,6.0,6.0,1.0,1,0.0,5000.0,5000.0,8.517393171418904,0.0,1,1,1.0,5000.0,0.0,5000.0,0.0,31.16
CustomerId_1127,4.68,37,92135.0,2,0,13.05,3.11,0.3243,2,2946.553053637062,10000.0,-500.0,11.431021025348743,32.43,3,4,2.85,2490.14,12.0,93800.0,24.0,0.1265
CustomerId_1129,74.27,2,1000.0,0,1,9.0,4.5,0.5,12,0.0,500.0,500.0,6.90875477931522,0.0,2,1,1.0,500.0,0.0,1000.0,0.0,37.135
CustomerId_1130,77.61,4,3960.0,0,1,19.0,1.0,0.0,11,1833.1393836803572,3000.0,-1000.0,8.284251797621916,50.0,2,2,4.0,990.0,2.0,5000.0,0.0,19.4025
CustomerId_1131,1.05,11,16550.0,2,0,10.91,2.45,0.3636,2,2194.9321795279398,5000.0,-1000.0,9.71420180194054,45.45,3,3,2.2,1504.55,5.0,18000.0,2.0,0.0955
CustomerId_1134,0.57,9,3380.0,2,0,16.78,3.0,0.4444,2,430.80915470516385,1000.0,-50.0,8.125926802707886,44.44,2,2,1.8,375.56,4.0,3500.0,2.0,0.0633
CustomerId_1135,23.79,14,71000.0,2,0,9.57,4.07,0.5714,1,10547.561043011032,40000.0,-1000.0,11.170449240431308,42.86,2,4,2.0,5071.43,6.0,73000.0,2.0,1.6993
CustomerId_1137,53.86,20,80000.0,0,1,11.55,4.0,0.0,12,8911.199340392432,20700.0,-5000.0,11.289794413577894,50.0,2,4,6.67,4000.0,10.0,120700.0,0.0,2.693
CustomerId_1140,44.51,3,3750.0,0,1,21.0,6.0,1.0,12,3269.174207655505,5000.0,-1000.0,8.229777750081887,66.67,2,2,3.0,1250.0,2.0,5000.0,0.0,14.8367
CustomerId_1141,8.89,49,145465.0,2,0,11.1,3.49,0.1633,2,5077.606347925152,10000.0,-5000.0,11.887697661311021,26.53,2,5,3.06,2968.67,13.0,186400.0,4.0,0.1814
CustomerId_1145,38.93,4,9500.0,0,1,11.75,2.75,0.5,1,1887.4586088176875,5000.0,500.0,9.15915233520675,0.0,1,2,1.33,2375.0,0.0,9500.0,0.0,9.7325
CustomerId_1146,46.82,6,19000.0,0,1,14.0,4.0,0.0,12,7626.707459098367,10000.0,-5000.0,9.852246888342531,50.0,2,3,6.0,3166.67,3.0,30000.0,0.0,7.8033
CustomerId_1147,11.7,18,80000.0,2,0,10.0,3.89,0.0,2,5843.268849682788,10000.0,-5000.0,11.289794413577894,22.22,2,3,3.6,4444.44,4.0,96000.0,9.0,0.65
CustomerId_1150,73.64,2,2000.0,0,1,18.0,5.0,1.0,12,0.0,1000.0,1000.0,7.601402334583733,0.0,1,1,2.0,1000.0,0.0,2000.0,0.0,36.82
CustomerId_1153,57.9,1,3000.0,0,1,12.0,0.0,0.0,12,0.0,3000.0,3000.0,8.006700845440367,0.0,1,1,1.0,3000.0,0.0,3000.0,0.0,57.9
CustomerId_1154,0.86,9,5475.0,2,0,14.0,2.33,0.0,2,846.869234297716,2500.0,-75.0,8.60813018640834,22.22,3,4,2.25,608.33,2.0,5600.0,7.0,0.0956
CustomerId_1156,1.7,368,1488224.0,2,0,12.14,3.68,0.3179,2,8121.07295048366,49000.0,-10000.0,14.213094692621562,29.35,4,4,8.0,4044.09,108.0,1577997.0,92.0,0.0046
CustomerId_1158,88.82,8,30000.0,0,1,14.0,4.0,0.0,11,7094.061903149301,10700.0,-5000.0,10.308985993422082,50.0,2,3,8.0,3750.0,4.0,40700.0,0.0,11.1025
CustomerId_1159,4.79,5,20000.0,2,0,14.0,4.0,0.0,2,6745.368781616021,10000.0,-5000.0,9.90353755128617,40.0,2,3,5.0,4000.0,2.0,26000.0,5.0,0.958
CustomerId_1160,0.03,15,48890.0,2,0,13.47,3.67,0.0667,2,6929.972651632974,11000.0,-5000.0,10.797348609444098,40.0,3,4,2.5,3259.33,6.0,74890.0,15.0,0.002
CustomerId_1161,24.68,1,2500.0,2,0,17.0,5.0,1.0,1,0.0,2500.0,2500.0,7.824445930877619,0.0,1,1,1.0,2500.0,0.0,2500.0,1.0,24.68
CustomerId_1162,5.16,7,4465.0,2,0,13.29,3.43,0.0,2,1176.4277040503353,2300.0,-1000.0,8.404248432400102,42.86,2,3,3.5,637.86,3.0,5600.0,7.0,0.7371
CustomerId_1163,0.09,14,50000.0,2,0,11.21,3.71,0.0714,2,7303.4689936125105,11000.0,-5000.0,10.819798284210286,42.86,2,4,2.33,3571.43,6.0,76000.0,14.0,0.0064
CustomerId_1164,67.65,6,19000.0,0,1,18.0,4.0,0.0,12,7626.707459098367,10000.0,-5000.0,9.852246888342531,50.0,2,3,6.0,3166.67,3.0,30000.0,0.0,11.275
CustomerId_1165,35.01,5,54000.0,2,0,9.4,4.0,0.2,1,14515.508947329405,30000.0,-5000.0,10.896757843893464,40.0,2,3,1.67,10800.0,2.0,60000.0,0.0,7.002
CustomerId_1169,4.08,3,-50.0,2,0,7.67,5.0,1.0,2,1000.4165798972613,1000.0,-1000.0,3.9318256327243257,66.67,2,2,3.0,-16.67,2.0,1000.0,3.0,1.36
CustomerId_1170,9.25,18,107074.0,2,0,12.22,2.89,0.2222,2,14101.364348768951,54600.0,-5000.0,11.581284802483571,44.44,3,4,2.25,5948.56,8.0,126000.0,2.0,0.5139
CustomerId_1171,44.13,6,3925.0,0,1,9.33,1.67,0.0,12,1373.9010760119036,2500.0,-1000.0,8.275376374836407,50.0,3,3,3.0,654.17,3.0,5500.0,0.0,7.355
CustomerId_1172,13.65,84,235759.7,2,0,11.39,3.11,0.2262,1,4417.996239581807,19500.0,-1000.0,12.370572586528308,38.1,5,3,10.5,2806.66,32.0,240400.0,81.0,0.1625
CustomerId_1174,89.5,1,1000.0,0,1,21.0,3.0,0.0,11,0.0,1000.0,1000.0,6.90875477931522,0.0,1,1,1.0,1000.0,0.0,1000.0,0.0,89.5
CustomerId_1175,0.78,241,8942702.5,2,0,9.9,2.64,0.1535,2,359409.4007452866,5000000.0,-10000.0,16.006348506356243,35.68,5,5,9.64,37106.65,86.0,9003995.0,241.0,0.0032
CustomerId_1177,3.61,4,28878.0,2,0,19.0,5.0,1.0,2,12439.0,25878.0,1000.0,10.270869966368487,0.0,1,1,4.0,7219.5,0.0,28878.0,4.0,0.9025
CustomerId_1179,20.92,3,900.0,2,0,11.0,2.0,0.0,1,1539.4804318340653,2000.0,-1000.0,6.803505257608338,66.67,2,2,3.0,300.0,2.0,2000.0,3.0,6.9733
CustomerId_1180,11.74,67,143406.0,2,0,13.55,1.48,0.0149,2,3254.1012488914794,11000.0,-5000.0,11.87344202046115,19.4,4,4,6.7,2140.39,13.0,148980.0,12.0,0.1752
CustomerId_1182,5.04,4,10000.0,2,0,9.0,4.0,0.0,2,6757.711644237764,10000.0,-5000.0,9.210440366976517,50.0,2,3,4.0,2500.0,2.0,16000.0,4.0,1.26
CustomerId_1183,19.8,18,45075.0,2,0,11.89,2.94,0.0,1,5054.265016096918,11000.0,-5000.0,10.71610523307224,33.33,4,4,1.8,2504.17,6.0,55420.0,8.0,1.1
CustomerId_1184,74.14,1,1000.0,0,1,6.0,5.0,1.0,12,0.0,1000.0,1000.0,6.90875477931522,0.0,1,1,1.0,1000.0,0.0,1000.0,0.0,74.14
CustomerId_1186,76.67,4,5900.0,0,1,17.0,2.0,0.0,11,2665.0515942472857,5000.0,-1000.0,8.682877107057168,50.0,2,3,4.0,1475.0,2.0,7000.0,0.0,19.1675
CustomerId_1187,54.19,7,39000.0,0,1,5.0,4.0,0.0,12,9431.456989902512,20000.0,-5000.0,10.571342565808699,42.86,2,3,7.0,5571.43,3.0,50000.0,0.0,7.7414
CustomerId_1189,37.14,2,3000.0,0,1,6.0,0.0,0.0,1,707.1067811865476,2000.0,1000.0,8.006700845440367,0.0,1,1,2.0,1500.0,0.0,3000.0,0.0,18.57
CustomerId_1190,11.69,15,80000.0,2,0,13.2,4.0,0.0,2,6183.695920571712,10000.0,-5000.0,11.289794413577894,26.67,2,3,3.75,5333.33,4.0,96000.0,2.0,0.7793
CustomerId_1191,4.71,6,20500.0,2,0,14.33,4.0,0.0,2,6200.134407145273,10000.0,-5000.0,9.928228944424575,33.33,2,3,6.0,3416.67,2.0,26500.0,6.0,0.785
CustomerId_1192,4.07,22,41565.0,2,0,11.77,2.68,0.1818,2,3086.743659222275,10000.0,-250.0,10.635037804379019,45.45,3,4,2.44,1889.32,10.0,42600.0,11.0,0.185
CustomerId_1193,53.94,4,9000.0,0,1,11.0,4.0,0.0,12,6601.767440112787,10000.0,-5000.0,9.105090961257085,50.0,2,3,4.0,2250.0,2.0,15000.0,0.0,13.485
CustomerId_1194,54.05,4,9000.0,0,1,8.0,4.0,0.0,12,6601.767440112787,10000.0,-5000.0,9.105090961257085,50.0,2,3,4.0,2250.0,2.0,15000.0,0.0,13.5125
CustomerId_1195,53.93,6,19000.0,0,1,10.67,4.0,0.0,12,6047.037842337905,10000.0,-5000.0,9.852246888342531,33.33,2,3,6.0,3166.67,2.0,25000.0,0.0,8.9883
CustomerId_1196,47.09,6,19000.0,0,1,7.0,4.0,0.0,12,6266.31204670392,10000.0,-5000.0,9.852246888342531,50.0,2,3,6.0,3166.67,3.0,25500.0,0.0,7.8483
CustomerId_1197,54.03,4,9000.0,0,1,9.0,4.0,0.0,12,6601.767440112787,10000.0,-5000.0,9.105090961257085,50.0,2,3,4.0,2250.0,2.0,15000.0,0.0,13.5075
